省份,城市,年,月,日,星期几,最高温度,最低温度,天气,风向,风力
青海,西宁,2014,10,2,星期四,22℃,4℃,多云,无持续风向,微风
青海,西宁,2014,10,3,星期五,21℃,4℃,多云,无持续风向,微风
青海,西宁,2014,10,4,星期六,14℃,2℃,多云,无持续风向,微风
青海,西宁,2014,10,5,星期日,22℃,1℃,晴,无持续风向,微风
青海,西宁,2014,10,6,星期一,21℃,4℃,多云,无持续风向,微风
青海,西宁,2014,10,7,星期二,19℃,4℃,多云,无持续风向,微风
青海,西宁,2014,10,8,星期三,20℃,3℃,多云,无持续风向,微风
青海,西宁,2014,10,9,星期四,21℃,7℃,晴,无持续风向,微风
青海,西宁,2014,10,10,星期五,12℃,2℃,小雨,北风,3-4级
青海,西宁,2014,10,11,星期六,6℃,-1℃,雨夹雪,无持续风向,微风
青海,西宁,2014,10,12,星期日,7℃,-1℃,阴,无持续风向,微风
青海,西宁,2014,10,13,星期一,12℃,-1℃,多云,无持续风向,微风
青海,西宁,2014,10,14,星期二,14℃,0℃,多云,无持续风向,微风
青海,西宁,2014,10,15,星期三,13℃,4℃,阴,无持续风向,微风
青海,西宁,2014,10,16,星期四,12℃,4℃,阵雨,无持续风向,微风
青海,西宁,2014,10,17,星期五,14℃,4℃,多云,无持续风向,微风
青海,西宁,2014,10,18,星期六,14℃,5℃,阵雨,无持续风向,微风
青海,西宁,2014,10,19,星期日,14℃,2℃,多云,无持续风向,微风
青海,西宁,2014,10,20,星期一,16℃,-1℃,多云,无持续风向,微风
青海,西宁,2014,10,21,星期二,17℃,0℃,晴,无持续风向,微风
青海,西宁,2014,10,22,星期三,17℃,-2℃,晴,无持续风向,微风
青海,西宁,2014,10,23,星期四,18℃,-2℃,晴,无持续风向,微风
青海,西宁,2014,10,24,星期五,20℃,-3℃,晴,无持续风向,微风
青海,西宁,2014,10,25,星期六,18℃,-2℃,晴,无持续风向,微风
青海,西宁,2014,10,26,星期日,18℃,-2℃,多云,无持续风向,微风
青海,西宁,2014,10,27,星期一,18℃,4℃,多云,无持续风向,微风
青海,西宁,2014,10,28,星期二,14℃,3℃,多云,无持续风向,微风
青海,西宁,2014,10,29,星期三,16℃,3℃,多云,无持续风向,微风
青海,西宁,2014,10,30,星期四,9℃,1℃,小雨,无持续风向,微风
青海,西宁,2014,10,31,星期五,8℃,-1℃,小雨,无持续风向,微风
内蒙古,呼和浩特,2014,10,1,星期三,17℃,6℃,小雨,西南风,微风
内蒙古,呼和浩特,2014,10,2,星期四,17℃,6℃,晴,东风,3-4级
内蒙古,呼和浩特,2014,10,3,星期五,17℃,8℃,阵雨,南风,微风
内蒙古,呼和浩特,2014,10,4,星期六,15℃,3℃,阵雨,西北风,3-4级
内蒙古,呼和浩特,2014,10,5,星期日,15℃,2℃,晴,西北风,微风
内蒙古,呼和浩特,2014,10,6,星期一,18℃,6℃,晴,南风,微风
内蒙古,呼和浩特,2014,10,7,星期二,21℃,5℃,晴,西南风,3-4级
内蒙古,呼和浩特,2014,10,8,星期三,21℃,9℃,晴,南风,微风
内蒙古,呼和浩特,2014,10,9,星期四,22℃,10℃,晴,西风,3-4级
内蒙古,呼和浩特,2014,10,10,星期五,18℃,9℃,阴,西南风,微风
内蒙古,呼和浩特,2014,10,11,星期六,8℃,1℃,小雨,西北风,微风
内蒙古,呼和浩特,2014,10,12,星期日,9℃,0℃,多云,北风,微风
内蒙古,呼和浩特,2014,10,13,星期一,11℃,0℃,晴,西风,3-4级
内蒙古,呼和浩特,2014,10,14,星期二,14℃,2℃,晴,西风,3-4级
内蒙古,呼和浩特,2014,10,15,星期三,12℃,1℃,晴,西北风,微风
内蒙古,呼和浩特,2014,10,16,星期四,15℃,1℃,晴,西北风,微风
内蒙古,呼和浩特,2014,10,17,星期五,17℃,2℃,晴,西风,3-4级
内蒙古,呼和浩特,2014,10,18,星期六,18℃,6℃,多云,西南风,3-4级
内蒙古,呼和浩特,2014,10,19,星期日,18℃,4℃,晴,西风,微风
内蒙古,呼和浩特,2014,10,20,星期一,18℃,4℃,晴,西风,微风
内蒙古,呼和浩特,2014,10,21,星期二,18℃,4℃,晴,西风,微风
内蒙古,呼和浩特,2014,10,22,星期三,18℃,4℃,晴,西南风,微风
内蒙古,呼和浩特,2014,10,23,星期四,18℃,4℃,晴,西南风,微风
内蒙古,呼和浩特,2014,10,24,星期五,19℃,5℃,晴,西风,3-4级
内蒙古,呼和浩特,2014,10,25,星期六,19℃,3℃,晴,西风,3-4级
内蒙古,呼和浩特,2014,10,26,星期日,13℃,0℃,晴,东风,微风
内蒙古,呼和浩特,2014,10,27,星期一,15℃,4℃,晴,南风,微风
内蒙古,呼和浩特,2014,10,28,星期二,10℃,6℃,小雨,南风,微风
内蒙古,呼和浩特,2014,10,29,星期三,12℃,6℃,小雨,西南风,3-4级
内蒙古,呼和浩特,2014,10,30,星期四,10℃,6℃,小雨,西南风,微风
内蒙古,呼和浩特,2014,10,31,星期五,11℃,0℃,小雨,西风,微风
新疆,乌鲁木齐,2014,10,1,星期三,22℃,10℃,晴,无持续风向,微风
新疆,乌鲁木齐,2014,10,2,星期四,16℃,8℃,多云,无持续风向,微风
新疆,乌鲁木齐,2014,10,3,星期五,19℃,11℃,晴,无持续风向,微风
新疆,乌鲁木齐,2014,10,4,星期六,22℃,8℃,多云,东南风,6-7级
新疆,乌鲁木齐,2014,10,5,星期日,16℃,8℃,晴,无持续风向,微风
新疆,乌鲁木齐,2014,10,6,星期一,16℃,9℃,晴,无持续风向,微风
新疆,乌鲁木齐,2014,10,7,星期二,16℃,9℃,多云,无持续风向,微风
新疆,乌鲁木齐,2014,10,8,星期三,16℃,2℃,多云,无持续风向,微风
新疆,乌鲁木齐,2014,10,9,星期四,5℃,-1℃,小雨,西北风,微风
新疆,乌鲁木齐,2014,10,10,星期五,5℃,-1℃,小雪,无持续风向,微风
新疆,乌鲁木齐,2014,10,11,星期六,9℃,1℃,晴,无持续风向,微风
新疆,乌鲁木齐,2014,10,12,星期日,13℃,3℃,晴,无持续风向,微风
新疆,乌鲁木齐,2014,10,13,星期一,14℃,5℃,多云,无持续风向,微风
新疆,乌鲁木齐,2014,10,14,星期二,15℃,5℃,晴,无持续风向,微风
新疆,乌鲁木齐,2014,10,15,星期三,16℃,7℃,晴,无持续风向,微风
新疆,乌鲁木齐,2014,10,16,星期四,17℃,7℃,晴,无持续风向,微风
新疆,乌鲁木齐,2014,10,17,星期五,18℃,7℃,晴,无持续风向,微风
新疆,乌鲁木齐,2014,10,18,星期六,17℃,7℃,晴,无持续风向,微风
新疆,乌鲁木齐,2014,10,19,星期日,19℃,7℃,晴,无持续风向,微风
新疆,乌鲁木齐,2014,10,20,星期一,19℃,8℃,晴,无持续风向,微风
新疆,乌鲁木齐,2014,10,21,星期二,20℃,7℃,多云,东南风,3-4级
新疆,乌鲁木齐,2014,10,22,星期三,18℃,8℃,晴,无持续风向,微风
新疆,乌鲁木齐,2014,10,23,星期四,18℃,8℃,晴,无持续风向,微风
新疆,乌鲁木齐,2014,10,24,星期五,17℃,8℃,多云,无持续风向,微风
新疆,乌鲁木齐,2014,10,25,星期六,17℃,9℃,晴,无持续风向,微风
新疆,乌鲁木齐,2014,10,26,星期日,23℃,5℃,晴,东南风,4-5级
新疆,乌鲁木齐,2014,10,27,星期一,17℃,-2℃,小到中雨,西北风,4-5级
新疆,乌鲁木齐,2014,10,28,星期二,1℃,-4℃,小雪,无持续风向,微风
新疆,乌鲁木齐,2014,10,29,星期三,3℃,-3℃,晴,无持续风向,微风
新疆,乌鲁木齐,2014,10,30,星期四,4℃,-3℃,晴,无持续风向,微风
新疆,乌鲁木齐,2014,10,31,星期五,4℃,-3℃,多云,西北风,3-4级
西藏,拉萨,2014,10,1,星期三,18℃,5℃,阴,无持续风向,微风
西藏,拉萨,2014,10,2,星期四,15℃,4℃,多云,无持续风向,微风
西藏,拉萨,2014,10,3,星期五,18℃,4℃,晴,无持续风向,微风
西藏,拉萨,2014,10,4,星期六,18℃,4℃,多云,无持续风向,微风
西藏,拉萨,2014,10,5,星期日,18℃,4℃,晴,无持续风向,微风
西藏,拉萨,2014,10,6,星期一,17℃,5℃,多云,无持续风向,微风
西藏,拉萨,2014,10,7,星期二,18℃,6℃,多云,无持续风向,微风
西藏,拉萨,2014,10,8,星期三,19℃,6℃,多云,无持续风向,微风
西藏,拉萨,2014,10,9,星期四,17℃,5℃,多云,无持续风向,微风
西藏,拉萨,2014,10,10,星期五,19℃,5℃,多云,无持续风向,微风
西藏,拉萨,2014,10,11,星期六,19℃,5℃,多云,无持续风向,微风
西藏,拉萨,2014,10,12,星期日,20℃,4℃,多云,无持续风向,微风
西藏,拉萨,2014,10,13,星期一,18℃,4℃,阴,无持续风向,微风
西藏,拉萨,2014,10,14,星期二,17℃,5℃,阵雨,无持续风向,微风
西藏,拉萨,2014,10,15,星期三,16℃,8℃,多云,无持续风向,微风
西藏,拉萨,2014,10,16,星期四,19℃,5℃,多云,无持续风向,微风
西藏,拉萨,2014,10,17,星期五,19℃,3℃,多云,无持续风向,微风
西藏,拉萨,2014,10,18,星期六,18℃,3℃,多云,无持续风向,微风
西藏,拉萨,2014,10,19,星期日,18℃,2℃,阵雪,无持续风向,微风
西藏,拉萨,2014,10,20,星期一,18℃,2℃,晴,无持续风向,微风
西藏,拉萨,2014,10,21,星期二,17℃,0℃,晴,无持续风向,微风
西藏,拉萨,2014,10,22,星期三,14℃,-1℃,多云,无持续风向,微风
西藏,拉萨,2014,10,23,星期四,13℃,-1℃,多云,无持续风向,微风
西藏,拉萨,2014,10,24,星期五,15℃,1℃,晴,无持续风向,微风
西藏,拉萨,2014,10,25,星期六,16℃,2℃,多云,无持续风向,微风
西藏,拉萨,2014,10,26,星期日,14℃,2℃,多云,无持续风向,微风
西藏,拉萨,2014,10,27,星期一,13℃,0℃,多云,无持续风向,微风
西藏,拉萨,2014,10,28,星期二,14℃,1℃,多云,无持续风向,微风
西藏,拉萨,2014,10,29,星期三,15℃,0℃,多云,无持续风向,微风
西藏,拉萨,2014,10,30,星期四,16℃,-2℃,晴,无持续风向,微风
西藏,拉萨,2014,10,31,星期五,16℃,0℃,晴,无持续风向,微风
四川,成都,2014,10,1,星期三,26℃,18℃,阴,南风,微风
四川,成都,2014,10,2,星期四,29℃,19℃,多云,南风,微风
四川,成都,2014,10,3,星期五,25℃,19℃,阵雨,北风,微风
四川,成都,2014,10,4,星期六,28℃,16℃,多云,北风,微风
四川,成都,2014,10,5,星期日,29℃,15℃,晴,南风,微风
四川,成都,2014,10,6,星期一,28℃,17℃,多云,南风,微风
四川,成都,2014,10,7,星期二,26℃,18℃,多云,南风,微风
四川,成都,2014,10,8,星期三,26℃,19℃,阵雨,北风,微风
四川,成都,2014,10,9,星期四,24℃,17℃,阴,北风,微风
四川,成都,2014,10,10,星期五,23℃,16℃,阴,北风,3-4级
四川,成都,2014,10,11,星期六,18℃,14℃,小到中雨,北风,微风
四川,成都,2014,10,12,星期日,16℃,13℃,阴,北风,微风
四川,成都,2014,10,13,星期一,18℃,11℃,多云,南风,微风
四川,成都,2014,10,14,星期二,20℃,14℃,多云,南风,微风
四川,成都,2014,10,15,星期三,18℃,13℃,阴,南风,微风
四川,成都,2014,10,16,星期四,18℃,14℃,阴,北风,微风
四川,成都,2014,10,17,星期五,19℃,15℃,阴,北风,微风
四川,成都,2014,10,18,星期六,19℃,14℃,阴,北风,微风
四川,成都,2014,10,19,星期日,21℃,15℃,阴,北风,微风
四川,成都,2014,10,20,星期一,25℃,15℃,多云,北风,微风
四川,成都,2014,10,21,星期二,25℃,16℃,多云,南风,微风
四川,成都,2014,10,22,星期三,21℃,15℃,阴,南风,微风
四川,成都,2014,10,23,星期四,24℃,13℃,多云,南风,微风
四川,成都,2014,10,24,星期五,26℃,14℃,多云,南风,微风
四川,成都,2014,10,25,星期六,25℃,14℃,多云,南风,微风
四川,成都,2014,10,26,星期日,22℃,16℃,阴,南风,微风
四川,成都,2014,10,27,星期一,18℃,15℃,小雨,北风,微风
四川,成都,2014,10,28,星期二,20℃,15℃,阴,北风,微风
四川,成都,2014,10,29,星期三,20℃,15℃,阴,南风,微风
四川,成都,2014,10,30,星期四,19℃,14℃,阴,北风,微风
四川,成都,2014,10,31,星期五,19℃,13℃,小雨,北风,微风
澳门,澳门,2014,10,1,星期三,30℃,26℃,阵雨,无持续风向,微风
澳门,澳门,2014,10,2,星期四,31℃,25℃,多云,无持续风向,微风
澳门,澳门,2014,10,3,星期五,31℃,25℃,阵雨,无持续风向,微风
澳门,澳门,2014,10,4,星期六,29℃,25℃,阵雨,无持续风向,微风
澳门,澳门,2014,10,5,星期日,30℃,24℃,多云,东北风,3-4级
澳门,澳门,2014,10,6,星期一,30℃,24℃,晴,东北风,3-4级
澳门,澳门,2014,10,7,星期二,29℃,24℃,晴,东北风,3-4级
澳门,澳门,2014,10,8,星期三,30℃,25℃,晴,东北风,3-4级
澳门,澳门,2014,10,9,星期四,30℃,23℃,晴,无持续风向,微风
澳门,澳门,2014,10,10,星期五,30℃,24℃,多云,无持续风向,微风
澳门,澳门,2014,10,11,星期六,31℃,24℃,晴,无持续风向,微风
澳门,澳门,2014,10,12,星期日,30℃,22℃,晴,北风,3-4级
澳门,澳门,2014,10,13,星期一,28℃,21℃,晴,东北风,3-4级
澳门,澳门,2014,10,14,星期二,26℃,22℃,晴,东北风,3-4级
澳门,澳门,2014,10,15,星期三,29℃,23℃,晴,无持续风向,微风
澳门,澳门,2014,10,16,星期四,28℃,24℃,晴,无持续风向,微风
澳门,澳门,2014,10,17,星期五,29℃,23℃,晴,无持续风向,微风
澳门,澳门,2014,10,18,星期六,29℃,23℃,晴,无持续风向,微风
澳门,澳门,2014,10,19,星期日,28℃,24℃,多云,无持续风向,微风
澳门,澳门,2014,10,20,星期一,30℃,24℃,多云,无持续风向,微风
澳门,澳门,2014,10,21,星期二,30℃,23℃,多云,无持续风向,微风
澳门,澳门,2014,10,22,星期三,29℃,23℃,多云,东北风,3-4级
澳门,澳门,2014,10,23,星期四,28℃,22℃,多云,无持续风向,微风
澳门,澳门,2014,10,24,星期五,28℃,23℃,多云,无持续风向,微风
澳门,澳门,2014,10,25,星期六,28℃,24℃,阴,无持续风向,微风
澳门,澳门,2014,10,26,星期日,27℃,24℃,多云,无持续风向,微风
澳门,澳门,2014,10,27,星期一,29℃,23℃,多云,无持续风向,微风
澳门,澳门,2014,10,28,星期二,29℃,23℃,多云,东风,3-4级
澳门,澳门,2014,10,29,星期三,28℃,24℃,多云,无持续风向,微风
澳门,澳门,2014,10,30,星期四,30℃,24℃,多云,无持续风向,微风
澳门,澳门,2014,10,31,星期五,29℃,24℃,晴,无持续风向,微风
香港,香港,2014,10,1,星期三,30℃,26℃,多云,无持续风向,微风
香港,香港,2014,10,2,星期四,31℃,26℃,多云,无持续风向,微风
香港,香港,2014,10,3,星期五,31℃,26℃,阵雨,无持续风向,微风
香港,香港,2014,10,4,星期六,30℃,25℃,多云,无持续风向,微风
香港,香港,2014,10,5,星期日,30℃,24℃,多云,无持续风向,微风
香港,香港,2014,10,6,星期一,30℃,24℃,多云,无持续风向,微风
香港,香港,2014,10,7,星期二,29℃,25℃,多云,无持续风向,微风
香港,香港,2014,10,8,星期三,30℃,24℃,多云,无持续风向,微风
香港,香港,2014,10,9,星期四,30℃,24℃,多云,无持续风向,微风
香港,香港,2014,10,10,星期五,29℃,25℃,多云,无持续风向,微风
香港,香港,2014,10,11,星期六,30℃,25℃,多云,无持续风向,微风
香港,香港,2014,10,12,星期日,31℃,23℃,多云,无持续风向,微风
香港,香港,2014,10,13,星期一,29℃,23℃,多云,无持续风向,微风
香港,香港,2014,10,14,星期二,29℃,23℃,多云,无持续风向,微风
香港,香港,2014,10,15,星期三,28℃,24℃,多云,无持续风向,微风
香港,香港,2014,10,16,星期四,28℃,24℃,多云,无持续风向,微风
香港,香港,2014,10,17,星期五,28℃,24℃,多云,无持续风向,微风
香港,香港,2014,10,18,星期六,28℃,24℃,多云,无持续风向,微风
香港,香港,2014,10,19,星期日,29℃,25℃,多云,无持续风向,微风
香港,香港,2014,10,20,星期一,29℃,25℃,多云,无持续风向,微风
香港,香港,2014,10,21,星期二,30℃,25℃,多云,无持续风向,微风
香港,香港,2014,10,22,星期三,30℃,24℃,多云,无持续风向,微风
香港,香港,2014,10,23,星期四,27℃,23℃,阵雨,无持续风向,微风
香港,香港,2014,10,24,星期五,27℃,24℃,多云,无持续风向,微风
香港,香港,2014,10,25,星期六,27℃,24℃,多云,无持续风向,微风
香港,香港,2014,10,26,星期日,27℃,24℃,多云,无持续风向,微风
香港,香港,2014,10,27,星期一,29℃,23℃,多云,无持续风向,微风
香港,香港,2014,10,28,星期二,27℃,23℃,多云,无持续风向,微风
香港,香港,2014,10,29,星期三,27℃,24℃,多云,无持续风向,微风
香港,香港,2014,10,30,星期四,29℃,24℃,多云,无持续风向,微风
香港,香港,2014,10,31,星期五,28℃,24℃,多云,无持续风向,微风
北京,北京,2014,11,1,星期六,16℃,6℃,多云,北风,3-4级
北京,北京,2014,11,2,星期日,15℃,2℃,晴,北风,3-4级
北京,北京,2014,11,3,星期一,18℃,3℃,晴,无持续风向,微风
北京,北京,2014,11,4,星期二,16℃,5℃,晴,无持续风向,微风
北京,北京,2014,11,5,星期三,19℃,6℃,晴,北风,3-4级
北京,北京,2014,11,6,星期四,12℃,2℃,多云,北风,3-4级
北京,北京,2014,11,7,星期五,10℃,2℃,阴,无持续风向,微风
北京,北京,2014,11,8,星期六,12℃,0℃,晴,无持续风向,微风
北京,北京,2014,11,9,星期日,15℃,1℃,晴,无持续风向,微风
北京,北京,2014,11,10,星期一,15℃,3℃,多云,无持续风向,微风
北京,北京,2014,11,11,星期二,13℃,2℃,阴,北风,4-5级
北京,北京,2014,11,12,星期三,9℃,-1℃,晴,北风,5-6级
北京,北京,2014,11,13,星期四,11℃,-2℃,晴,无持续风向,微风
北京,北京,2014,11,14,星期五,13℃,0℃,晴,无持续风向,微风
北京,北京,2014,11,15,星期六,9℃,1℃,阴,无持续风向,微风
北京,北京,2014,11,16,星期日,11℃,0℃,晴,北风,3-4级
北京,北京,2014,11,17,星期一,12℃,-2℃,晴,无持续风向,微风
北京,北京,2014,11,18,星期二,13℃,0℃,晴,无持续风向,微风
北京,北京,2014,11,19,星期三,9℃,0℃,霾,无持续风向,微风
北京,北京,2014,11,20,星期四,10℃,-1℃,霾,无持续风向,微风
北京,北京,2014,11,21,星期五,12℃,0℃,雾,无持续风向,微风
北京,北京,2014,11,22,星期六,12℃,0℃,晴,无持续风向,微风
北京,北京,2014,11,23,星期日,9℃,0℃,阴,无持续风向,微风
北京,北京,2014,11,24,星期一,11℃,-2℃,晴,无持续风向,微风
北京,北京,2014,11,25,星期二,9℃,-1℃,霾,无持续风向,微风
北京,北京,2014,11,26,星期三,8℃,1℃,霾,无持续风向,微风
北京,北京,2014,11,27,星期四,8℃,-1℃,阴,无持续风向,微风
北京,北京,2014,11,28,星期五,10℃,-1℃,晴,无持续风向,微风
北京,北京,2014,11,29,星期六,5℃,3℃,霾,无持续风向,微风
北京,北京,2014,11,30,星期日,7℃,-6℃,多云,北风,5-6级
重庆,重庆,2014,11,1,星期六,18℃,13℃,小雨,无持续风向,微风
重庆,重庆,2014,11,2,星期日,15℃,12℃,小雨,无持续风向,微风
重庆,重庆,2014,11,3,星期一,15℃,10℃,阴,无持续风向,微风
重庆,重庆,2014,11,4,星期二,17℃,12℃,多云,无持续风向,微风
重庆,重庆,2014,11,5,星期三,17℃,13℃,多云,无持续风向,微风
重庆,重庆,2014,11,6,星期四,17℃,12℃,阴,无持续风向,微风
重庆,重庆,2014,11,7,星期五,14℃,12℃,小雨,无持续风向,微风
重庆,重庆,2014,11,8,星期六,18℃,14℃,多云,无持续风向,微风
重庆,重庆,2014,11,9,星期日,15℃,13℃,阴,无持续风向,微风
重庆,重庆,2014,11,10,星期一,15℃,12℃,阴,无持续风向,微风
重庆,重庆,2014,11,11,星期二,16℃,12℃,多云,无持续风向,微风
重庆,重庆,2014,11,12,星期三,15℃,12℃,小雨,无持续风向,微风
重庆,重庆,2014,11,13,星期四,14℃,8℃,阴,无持续风向,微风
重庆,重庆,2014,11,14,星期五,18℃,12℃,晴,无持续风向,微风
重庆,重庆,2014,11,15,星期六,15℃,12℃,小雨,无持续风向,微风
重庆,重庆,2014,11,16,星期日,15℃,12℃,小雨,无持续风向,微风
重庆,重庆,2014,11,17,星期一,13℃,11℃,小雨,无持续风向,微风
重庆,重庆,2014,11,18,星期二,15℃,10℃,阴,无持续风向,微风
重庆,重庆,2014,11,19,星期三,16℃,10℃,多云,无持续风向,微风
重庆,重庆,2014,11,20,星期四,16℃,11℃,多云,无持续风向,微风
重庆,重庆,2014,11,21,星期五,16℃,12℃,阴,无持续风向,微风
重庆,重庆,2014,11,22,星期六,14℃,12℃,小雨,无持续风向,微风
重庆,重庆,2014,11,23,星期日,13℃,12℃,小雨,无持续风向,微风
重庆,重庆,2014,11,24,星期一,15℃,11℃,小雨,无持续风向,微风
重庆,重庆,2014,11,25,星期二,15℃,11℃,多云,无持续风向,微风
重庆,重庆,2014,11,26,星期三,16℃,13℃,阴,无持续风向,微风
重庆,重庆,2014,11,27,星期四,16℃,11℃,阴,无持续风向,微风
重庆,重庆,2014,11,28,星期五,14℃,12℃,阴,无持续风向,微风
重庆,重庆,2014,11,29,星期六,15℃,13℃,小雨,无持续风向,微风
重庆,重庆,2014,11,30,星期日,13℃,12℃,小雨,无持续风向,微风
上海,上海,2014,11,1,星期六,21℃,15℃,小雨,西北风,微风
上海,上海,2014,11,2,星期日,18℃,11℃,阴,西北风,3-4级
上海,上海,2014,11,3,星期一,17℃,11℃,晴,西北风,微风
上海,上海,2014,11,4,星期二,18℃,13℃,晴,东北风,微风
上海,上海,2014,11,5,星期三,21℃,16℃,多云,东南风,微风
上海,上海,2014,11,6,星期四,21℃,14℃,多云,北风,3-4级
上海,上海,2014,11,7,星期五,19℃,13℃,多云,东北风,微风
上海,上海,2014,11,8,星期六,15℃,13℃,小雨,东北风,3-4级
上海,上海,2014,11,9,星期日,18℃,14℃,多云,东北风,微风
上海,上海,2014,11,10,星期一,18℃,13℃,多云,东北风,微风
上海,上海,2014,11,11,星期二,18℃,12℃,多云,西北风,微风
上海,上海,2014,11,12,星期三,18℃,9℃,晴,西北风,3-4级
上海,上海,2014,11,13,星期四,14℃,8℃,多云,西北风,微风
上海,上海,2014,11,14,星期五,16℃,10℃,晴,东北风,微风
上海,上海,2014,11,15,星期六,17℃,14℃,多云,东风,微风
上海,上海,2014,11,16,星期日,16℃,10℃,阴,西北风,微风
上海,上海,2014,11,17,星期一,15℃,10℃,晴,西北风,3-4级
上海,上海,2014,11,18,星期二,15℃,10℃,多云,北风,微风
上海,上海,2014,11,19,星期三,17℃,12℃,多云,东北风,微风
上海,上海,2014,11,20,星期四,19℃,13℃,晴,东南风,微风
上海,上海,2014,11,21,星期五,21℃,15℃,晴,东南风,微风
上海,上海,2014,11,22,星期六,20℃,16℃,多云,东风,微风
上海,上海,2014,11,23,星期日,21℃,16℃,多云,东南风,微风
上海,上海,2014,11,24,星期一,23℃,12℃,阵雨,南风,微风
上海,上海,2014,11,25,星期二,15℃,11℃,小雨,北风,微风
上海,上海,2014,11,26,星期三,17℃,11℃,晴,北风,微风
上海,上海,2014,11,27,星期四,18℃,12℃,多云,东南风,3-4级
上海,上海,2014,11,28,星期五,17℃,13℃,阴,西北风,3-4级
上海,上海,2014,11,29,星期六,17℃,14℃,小雨,东风,微风
上海,上海,2014,11,30,星期日,16℃,7℃,阴,西北风,3-4级
天津,天津,2014,11,1,星期六,17℃,8℃,多云,西北风,3-4级
天津,天津,2014,11,2,星期日,15℃,6℃,晴,西北风,4-5级
天津,天津,2014,11,3,星期一,18℃,8℃,晴,西南风,微风
天津,天津,2014,11,4,星期二,19℃,8℃,多云,西南风,微风
天津,天津,2014,11,5,星期三,17℃,6℃,多云,北风,3-4级
天津,天津,2014,11,6,星期四,13℃,4℃,晴,东北风,3-4级
天津,天津,2014,11,7,星期五,11℃,6℃,阴,西北风,微风
天津,天津,2014,11,8,星期六,13℃,5℃,晴,西南风,微风
天津,天津,2014,11,9,星期日,15℃,6℃,晴,西南风,微风
天津,天津,2014,11,10,星期一,16℃,7℃,多云,西南风,微风
天津,天津,2014,11,11,星期二,13℃,3℃,阴,西北风,4-5级
天津,天津,2014,11,12,星期三,10℃,1℃,晴,西北风,4-5级
天津,天津,2014,11,13,星期四,11℃,3℃,晴,西南风,微风
天津,天津,2014,11,14,星期五,11℃,3℃,晴,东南风,微风
天津,天津,2014,11,15,星期六,12℃,4℃,阴,南风,微风
天津,天津,2014,11,16,星期日,11℃,2℃,多云,北风,3-4级
天津,天津,2014,11,17,星期一,12℃,2℃,晴,西北风,3-4级
天津,天津,2014,11,18,星期二,14℃,5℃,晴,西南风,微风
天津,天津,2014,11,19,星期三,13℃,4℃,多云,西南风,微风
天津,天津,2014,11,20,星期四,13℃,4℃,霾,西南风,微风
天津,天津,2014,11,21,星期五,12℃,3℃,多云,北风,微风
天津,天津,2014,11,22,星期六,11℃,4℃,晴,东北风,微风
天津,天津,2014,11,23,星期日,10℃,3℃,阴,南风,微风
天津,天津,2014,11,24,星期一,10℃,3℃,多云,东北风,微风
天津,天津,2014,11,25,星期二,11℃,2℃,多云,南风,微风
天津,天津,2014,11,26,星期三,11℃,2℃,多云,西南风,微风
天津,天津,2014,11,27,星期四,8℃,2℃,小雨,东北风,3-4级
天津,天津,2014,11,28,星期五,8℃,2℃,晴,北风,3-4级
天津,天津,2014,11,29,星期六,6℃,2℃,阴,南风,微风
天津,天津,2014,11,30,星期日,8℃,-3℃,多云,西北风,5-6级
安徽,合肥,2014,11,1,星期六,20℃,12℃,小雨,北风,微风
安徽,合肥,2014,11,2,星期日,17℃,4℃,多云,西北风,3-4级
安徽,合肥,2014,11,3,星期一,16℃,5℃,晴,东风,微风
安徽,合肥,2014,11,4,星期二,19℃,7℃,晴,东南风,微风
安徽,合肥,2014,11,5,星期三,17℃,10℃,小雨,西风,微风
安徽,合肥,2014,11,6,星期四,18℃,11℃,多云,西南风,微风
安徽,合肥,2014,11,7,星期五,17℃,10℃,多云,东北风,3-4级
安徽,合肥,2014,11,8,星期六,14℃,9℃,小雨,东北风,微风
安徽,合肥,2014,11,9,星期日,14℃,10℃,阴,东风,微风
安徽,合肥,2014,11,10,星期一,16℃,11℃,阴,东风,微风
安徽,合肥,2014,11,11,星期二,17℃,9℃,阴,西风,微风
安徽,合肥,2014,11,12,星期三,17℃,4℃,晴,西北风,3-4级
安徽,合肥,2014,11,13,星期四,15℃,4℃,多云,东南风,微风
安徽,合肥,2014,11,14,星期五,16℃,6℃,晴,东风,微风
安徽,合肥,2014,11,15,星期六,14℃,5℃,小雨,东风,微风
安徽,合肥,2014,11,16,星期日,15℃,7℃,多云,西北风,微风
安徽,合肥,2014,11,17,星期一,14℃,3℃,多云,东北风,3-4级
安徽,合肥,2014,11,18,星期二,14℃,4℃,多云,东风,微风
安徽,合肥,2014,11,19,星期三,15℃,5℃,多云,东南风,微风
安徽,合肥,2014,11,20,星期四,17℃,8℃,多云,东南风,微风
安徽,合肥,2014,11,21,星期五,20℃,11℃,晴,东南风,微风
安徽,合肥,2014,11,22,星期六,20℃,13℃,多云,东北风,微风
安徽,合肥,2014,11,23,星期日,19℃,11℃,小雨,北风,微风
安徽,合肥,2014,11,24,星期一,14℃,9℃,小雨,东北风,3-4级
安徽,合肥,2014,11,25,星期二,11℃,8℃,小雨,东北风,微风
安徽,合肥,2014,11,26,星期三,15℃,9℃,阴,东南风,微风
安徽,合肥,2014,11,27,星期四,15℃,10℃,中雨,西北风,微风
